nct_id,brief_summary,intervention_type,summary_length_chars,summary_length_words,hedging_count,negation_count,hedging_density,negation_density
NCT01853449,"""Dyspnea"" refers to the awareness of breathing discomfort that is typically experienced during exercise in health and disease. In various participant populations, dyspnea is a predictor of disability and death; and contributes to exercise intolerance and an adverse health-related quality-of-life. It follows that alleviating dyspnea and improving exercise tolerance are among the principal goals of disease management. Nevertheless, the effective management of dyspnea and activity-limitation remains an elusive goal for many healthcare providers and current strategies aimed at reversing the underlying chronic disease are only partially successful in this regard. Thus, research aimed at identifying dyspnea-specific medications to complement existing therapies for the management of exertional symptoms is timely and clinically relevant. The purpose of this study is to test the hypothesis that single-dose inhalation of fentanyl citrate (a mu-opioid receptor antagonist) will improve the perception of dyspnea during strenuous exercise in healthy, young men in the presence of an external thoracic restriction. To this end, the investigators plan compare the effects of inhaled 0.9% saline placebo and inhaled fentanyl citrate (250 mcg) on detailed assessments of neural respiratory drive (diaphragm EMG), ventilation, breathing pattern, dynamic operating lung volumes, contractile respiratory muscle function, cardio-metabolic function and dyspnea (sensory intensity and affective responses) during symptom-limited, high-intensity, constant-work-rate cycle exercise testing with and without external thoracic restriction in healthy, men aged 20-40 years.",DRUG,1660,230,0,1,0.0,0.004347826086956522
NCT00112138,The purpose of this study is to evaluate the effectiveness and safety of gabapentin compared to placebo in the treatment of hot flashes in postmenopausal women using a phase III randomized controlled trial.,DRUG,206,33,1,0,0.030303030303030304,0.0
NCT06684938,"Sacroiliac joint (SIJ) pain is one of the underappreciated causes of low back pain. Recent studies have reported excellent outcomes after Ultrasound (US) guided SIJ injection with local anesthetics and corticosteroids, but these studies are characterized by wide variability in selection criteria and patient characteristics; therefore, there is a need to determine whether any demographic or clinical variables can be used to predict US-guided SIJ injection outcomes.",DRUG,468,68,1,0,0.014705882352941176,0.0
NCT00147758,The purpose of the study is to see how safe and effective and tolerable the use of colesevelam hydrochloride is for type 2 diabetes when added to sulfonylurea alone or in combination with other anti-diabetic drugs.,DRUG,214,36,0,0,0.0,0.0
NCT01157858,"The aim of this study is to reduce polycystic liver volume by treating with octreotide, whether or not combined with everolimus; to assess whether combination therapy of everolimus and octreotide gives a bigger reduction of polycystic liver volume than octreotide monotherapy.",DRUG,276,41,3,1,0.07317073170731707,0.024390243902439025
NCT04042558,"The objective of this study is to assess the efficacy of the combination of Platinum (carboplatin or cisplatin), Pemetrexed, Atezolizumab+/- Bevacizumab if eligible, in stage IIIB/IV non-squamous non-small cell lung cancer patients with progression-enhancing mutations following targeted therapies.",DRUG,298,42,1,0,0.023809523809523808,0.0
NCT00044538,"Lung cancer is among the most common cancers in the world and its incidence continues to increase. Chemotherapy for patients with Non-Small Cell Lung Cancer (NSCLC) has been under investigation for several decades and several new drugs with activity in NSCLC have been identified. These include the taxanes, which are among the most commonly used class of chemotherapy agents in clinical oncology today. The usefulness of the taxanes is limited by the development of tumor resistance to these agents. This phase II trial with BAY 59-8862 will be conducted to determine the anti-tumor efficacy of BAY 59-8862 in taxane-resistant NSCLC.",DRUG,634,101,0,0,0.0,0.0
NCT01642238,The purpose of this study is to determine whether treatment with ticagrelor (plus aspirin and bivalirudin) is more effective than treatment with clopidogrel (plus aspirin and bivalirudin).,DRUG,188,27,1,0,0.037037037037037035,0.0
NCT00613938,The purpose of this study is to evaluate the effectiveness (level of pain control) and safety of the administration of 2 different dose levels of tapentadol (CG5503) compared with oxycodone and with placebo in subjects who have had a bunionectomy.,DRUG,247,39,1,0,0.02564102564102564,0.0
NCT04014855,The effect of lactoferrin versus iron supplement in treating iron deficiency anemia and helping weight loss in obese school age children,DRUG,136,21,0,0,0.0,0.0
NCT02541955,"This is a Rheumatoid Arthritis (RA) study. The purpose of this research study is to determine in RA flare, whether musculoskeletal ultrasound (MSUS) inflammatory scores and/or disease activity scores improve with Acthar treatment.",DRUG,230,34,1,0,0.029411764705882353,0.0
NCT03282955,The aim of the trial is to investigate safety and tolerability of an Omega-3-FA-enriched lipid emulsion in adult patients with chronic intestinal failure in need of long-term HPN. It is aimed to show non-inferiority of the lipid emulsion Lipidem (investigational test product) in comparison to the lipid emulsion Lipofundin MCT (investigational reference product) with regard to liver function.,DRUG,394,62,0,1,0.0,0.016129032258064516
NCT03338855,The purpose of this study is to investigate the effects of 5 weeks treatment with dapagliflozin in type 2 diabetes patients on how the hormone insulin acts on sugar uptake in muscles.,DRUG,183,30,0,0,0.0,0.0
NCT01375426,"Over a period of years there have been numerous reports from many developing countries including Pakistan showing a rising treatment failure rate with first line drugs (amoxicillin and cotrimoxazole) in non-severe pneumonia in children. The reasons for this rise in treatment failure rates are not entirely clear but one of the reasons is thought to be increasing antimicrobial resistance of H. influenzae and Strep. pneumoniae to first line drugs. There is microbiological data which suggests that this resistance can be overcome by increasing the dose of amoxicillin. The investigators propose to treat non-severe pneumonia with double dose amoxicillin in an attempt to demonstrate a decrease in treatment failure rates. This will be a multicentre, double blind randomized controlled trial in children 2-59 months of age with non-severe pneumonia comparing the clinical outcome between the standard and double dose groups.  It has been felt that the WHO criteria for treatment failure in children with pneumonia are too stringent and have never been systematically evaluated in the community. The investigators also propose to modify WHO criteria and field test them in this trial in an attempt to demonstrate that less stringent treatment failure criteria would have an impact on the overall treatment failure rates in pneumonia.  Hypothesis:  Therapy outcome with double dose of oral amoxicillin is not different than the standard dose of amoxicillin, when used for three days for the treatment of non-severe pneumonia in 2-59 months old children.",DRUG,1551,240,0,9,0.0,0.0375
NCT00936026,Primary:  To assess the effects of CYP2B6 inhibition by repeated dose Clopidogrel (75 mg/day) co-administration on the single-dose pharmacokinetics of Neramexane  Secondary:  To assess safety and tolerability of Neramexane single dose treatment alone and co-administration of a Neramexane single-dose with a Clopidogrel repeated dose treatment,DRUG,343,50,2,0,0.04,0.0
NCT00904826,The purpose of this study is to determine if the drug eculizumab reduces the attack rate and improves outcome in patients with neuromyelitis optica.,DRUG,148,24,0,0,0.0,0.0
NCT00759226,"This multicenter open labeled phase 2 trial examines the efficacy of a combination of Gemcitabine 1000 mg/m2 (30 min), Cisplatin 30 mg/m2 (90 min), Folinic Acid 200 mg/m2 (30 min) and 5-FU 750 mg/m2 (24h CI) all given day 1,8 q D22 in patients with inoperable esophageal cancer. The combination was considered to be suitable for further evaluation with a freedom of progression rate (PR+CR+SD) of more than 60% and not be be of further interest with a rate of less than 40%. Given an alpha error of 5% and an beta error of 10% at least 66 evaluable patients were needed based on a 2-Stage Simon design with a first evaluation after 25 evaluable patients.",DRUG,654,107,0,1,0.0,0.009345794392523364
NCT00133185,"The primary objective of this trial is to compare the efficacy and safety of telmisartan 40 mg/hydrochlorothiazide 12.5mg (Micardis Plus) with that of losartan 50 mg/hydrochlorothiazide 12.5 mg, a reference AIIA combined with diuretic, in Taiwanese patients with mild to moderate hypertension.",DRUG,293,41,0,0,0.0,0.0
NCT00087685,"The goal of this clinical research study is to learn if RAD001 can shrink or slow the growth of tumors in patients who have recurrent endometrial cancer. The safety of this drug will also be studied.  Objectives:  Primary Objective:  1\. To determine the efficacy of RAD001 in patients with progressive or recurrent endometrial cancer.  Secondary Objective:  1. To determine the nature and degree of toxicity of RAD001 in this cohort of patients. 2. To characterize, in pre- and post- treatment tumor samples, when available, expression levels of total and phosphorylated mTOR (mammalian ""target of rapamycin"") as well as relevant upstream and downstream signaling components (optional).",DRUG,687,102,0,0,0.0,0.0
